2019-03-28 13:59:30.862 INFO  --- [main] c.a.b.d.c.e.WelcomeLogoApplicationListener : 
2019-03-28 14:12:31.342 INFO  --- [timeoutChecker_1] c.a.f.core.rpc.netty.RmRpcClient : register RM success. server version:0.4.0,channel:[id: 0xcab2e1f3, L:/127.0.0.1:51337 - R:/127.0.0.1:8091] 
2019-03-28 14:12:31.342 INFO  --- [timeoutChecker_1] c.a.f.c.r.netty.NettyPoolableFactory : register success, cost 33 ms, version:0.4.0,role:TMROLE,channel:[id: 0x30c44cd8, L:/127.0.0.1:51338 - R:/127.0.0.1:8091] 
2019-03-28 14:12:31.342 INFO  --- [timeoutChecker_1] c.a.f.c.r.netty.NettyPoolableFactory : register success, cost 41 ms, version:0.4.0,role:RMROLE,channel:[id: 0xcab2e1f3, L:/127.0.0.1:51337 - R:/127.0.0.1:8091] 
2019-03-28 14:12:41.330 INFO  --- [NettyClientSelector_TMROLE_1] c.a.f.core.rpc.netty.TmRpcClient : will send ping msg,channel[id: 0x30c44cd8, L:/127.0.0.1:51338 - R:/127.0.0.1:8091] 
2019-03-28 14:12:50.555 INFO  --- [main] c.a.b.d.c.e.WelcomeLogoApplicationListener : 

 :: Dubbo Spring Boot (v0.2.1.RELEASE) : https://github.com/apache/incubator-dubbo-spring-boot-project
 :: Dubbo (v2.6.4) : https://github.com/apache/incubator-dubbo
 :: Discuss group : dev@dubbo.apache.org
 
2019-03-28 14:12:50.561 INFO  --- [main] c.a.b.d.c.e.OverrideDubboConfigApplicationListener : Dubbo Config was overridden by externalized configuration {dubbo.application.qos-enable=false, dubbo.config.multiple=true} 
2019-03-28 14:12:51.022 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$8bf0a2df] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:51.087 INFO  --- [pool-2-thread-1] c.a.b.d.c.e.AwaitingNonWebApplicationListener :  [Dubbo] Current Spring Boot Application is await... 
2019-03-28 14:12:51.181 INFO  --- [main] c.a.b.d.c.e.OverrideDubboConfigApplicationListener : Dubbo Config was overridden by externalized configuration {dubbo.application.name=record, dubbo.application.qos-enable=false, dubbo.config.multiple=true, dubbo.protocol.name=dubbo, dubbo.protocol.port=20882, dubbo.registry.address=nacos://192.168.88.22:8848, dubbo.scan.base-packages=com.ksyzz.record.service} 
2019-03-28 14:12:51.194 INFO  --- [main] com.ksyzz.record.RecordApplication : No active profile set, falling back to default profiles: default 
2019-03-28 14:12:51.331 INFO  --- [NettyClientSelector_TMROLE_1] c.a.f.core.rpc.netty.TmRpcClient : will send ping msg,channel[id: 0x30c44cd8, L:/127.0.0.1:51338 - R:/127.0.0.1:8091] 
2019-03-28 14:12:51.684 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The dubbo config bean definition [name : com.alibaba.dubbo.config.ApplicationConfig#0, class : com.alibaba.dubbo.config.ApplicationConfig] has been registered. 
2019-03-28 14:12:51.685 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The BeanPostProcessor bean definition [com.alibaba.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : com.alibaba.dubbo.config.ApplicationConfig#0] has been registered. 
2019-03-28 14:12:51.686 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The dubbo config bean definition [name : com.alibaba.dubbo.config.RegistryConfig#0, class : com.alibaba.dubbo.config.RegistryConfig] has been registered. 
2019-03-28 14:12:51.686 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The BeanPostProcessor bean definition [com.alibaba.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : com.alibaba.dubbo.config.RegistryConfig#0] has been registered. 
2019-03-28 14:12:51.686 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The dubbo config bean definition [name : com.alibaba.dubbo.config.ProtocolConfig#0, class : com.alibaba.dubbo.config.ProtocolConfig] has been registered. 
2019-03-28 14:12:51.686 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The BeanPostProcessor bean definition [com.alibaba.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : com.alibaba.dubbo.config.ProtocolConfig#0] has been registered. 
2019-03-28 14:12:51.915 INFO  --- [main] o.s.c.a.ConfigurationClassPostProcessor : Cannot enhance @Configuration bean definition 'com.alibaba.boot.dubbo.autoconfigure.DubboAutoConfiguration' since its singleton instance has been created too early. The typical cause is a non-static @Bean method with a BeanDefinitionRegistryPostProcessor return type: Consider declaring such methods as 'static'. 
2019-03-28 14:12:52.007 INFO  --- [main] o.s.cloud.context.scope.GenericScope : BeanFactory id=5266f9ae-e5d7-3df6-b412-e751dced5be8 
2019-03-28 14:12:52.030 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:52.034 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'fescarConfig' of type [com.ksyzz.record.config.FescarConfig$$EnhancerBySpringCGLIB$$3a6260c2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:57.094 ERROR --- [main] c.alibaba.fescar.config.ConfigFuture : config operation timeout,cost:5001 ms,op:GET,dataId:service.disableGlobalTransaction 
2019-03-28 14:12:57.115 INFO  --- [main] c.a.f.s.a.GlobalTransactionScanner : Initializing Global Transaction Clients ...  
2019-03-28 14:12:57.196 INFO  --- [main] c.a.f.c.r.n.AbstractRpcRemotingClient : AbstractRpcRemotingClient has started 
2019-03-28 14:12:57.205 INFO  --- [main] c.a.f.s.a.GlobalTransactionScanner : Transaction Manager Client is initialized. applicationId[record] txServiceGroup[demo] 
2019-03-28 14:12:57.216 INFO  --- [main] c.a.fescar.rm.datasource.AsyncWorker : Async Commit Buffer Limit: 10000 
2019-03-28 14:12:57.222 INFO  --- [main] c.a.f.c.r.n.AbstractRpcRemotingClient : AbstractRpcRemotingClient has started 
2019-03-28 14:12:57.224 INFO  --- [main] c.a.f.s.a.GlobalTransactionScanner : Resource Manager is initialized. applicationId[record] txServiceGroup[demo] 
2019-03-28 14:12:57.224 INFO  --- [main] c.a.f.s.a.GlobalTransactionScanner : Global Transaction Clients are initialized.  
2019-03-28 14:12:57.339 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$6fd69fe2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:57.486 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:57.490 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:57.492 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:57.499 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.cloud.sentinel-org.springframework.cloud.alibaba.sentinel.SentinelProperties' of type [org.springframework.cloud.alibaba.sentinel.SentinelProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:57.508 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.alibaba.sentinel.custom.SentinelAutoConfiguration' of type [org.springframework.cloud.alibaba.sentinel.custom.SentinelAutoConfiguration$$EnhancerBySpringCGLIB$$2d416c05] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:57.521 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$8bf0a2df] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:12:57.989 INFO  --- [main] o.s.b.w.e.tomcat.TomcatWebServer : Tomcat initialized with port(s): 8082 (http) 
2019-03-28 14:12:58.006 INFO  --- [main] o.a.coyote.http11.Http11NioProtocol : Initializing ProtocolHandler ["http-nio-8082"] 
2019-03-28 14:12:58.014 INFO  --- [main] o.a.catalina.core.StandardService : Starting service [Tomcat] 
2019-03-28 14:12:58.015 INFO  --- [main] o.a.catalina.core.StandardEngine : Starting Servlet engine: [Apache Tomcat/9.0.16] 
2019-03-28 14:12:58.022 INFO  --- [main] o.a.c.core.AprLifecycleListener : The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_101\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\Windows\System32;C:\Program Files\Java\jdk1.7.0_80;C:\Program Files\Java\jdk1.8.0_101\bin;C:\Program Files\Java\jdk1.8.0_101\jre-9\bin;C:\Program Files\MySQL\MySQL Server 5.6\bin;C:\Program Files\apache-maven-3.3.9\bin;C:\Python34;C:\Program Files\Java\jdk1.8.0_101\jdk-9\bin;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Redis;C:\Program Files\MongoDB3.4\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\erl9.2\bin;C:\Program Files\RabbitMQ Server\sbin;C:\Python34\scripts;C:\Program Files\nodejs\;C:\Server\Maven\bin;C:\Users\csdc01\AppData\Local\Microsoft\WindowsApps;C:\Users\csdc01\AppData\Roaming\npm;C:\Program Files\JetBrains\IntelliJ IDEA 2019.1\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2018.3.6\bin;;.] 
2019-03-28 14:12:58.168 INFO  --- [main] o.a.c.c.C.[Tomcat].[localhost].[/] : Initializing Spring embedded WebApplicationContext 
2019-03-28 14:12:58.169 INFO  --- [main] o.s.web.context.ContextLoader : Root WebApplicationContext: initialization completed in 6965 ms 
2019-03-28 14:12:58.181 INFO  --- [main] o.s.c.a.s.SentinelWebAutoConfiguration : [Sentinel Starter] register Sentinel with urlPatterns: [/*]. 
2019-03-28 14:12:58.533 WARN  --- [main] o.s.c.n.a.ArchaiusAutoConfiguration : No spring.application.name found, defaulting to 'application' 
2019-03-28 14:12:58.537 WARN  --- [main] c.n.c.sources.URLConfigurationSource : No URLs will be polled as dynamic configuration sources. 
2019-03-28 14:12:58.537 INFO  --- [main] c.n.c.sources.URLConfigurationSource : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath. 
2019-03-28 14:12:58.542 WARN  --- [main] c.n.c.sources.URLConfigurationSource : No URLs will be polled as dynamic configuration sources. 
2019-03-28 14:12:58.542 INFO  --- [main] c.n.c.sources.URLConfigurationSource : To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath. 
2019-03-28 14:12:58.953 INFO  --- [main] o.s.s.c.ThreadPoolTaskExecutor : Initializing ExecutorService 'applicationTaskExecutor' 
2019-03-28 14:12:59.156 INFO  --- [main] c.a.d.c.s.b.f.a.DubboConfigBindingBeanPostProcessor : The properties of bean [name : com.alibaba.dubbo.config.ApplicationConfig#0] have been binding by prefix of configuration properties : dubbo.application 
2019-03-28 14:12:59.163 INFO  --- [main] c.a.d.c.s.b.f.a.DubboConfigBindingBeanPostProcessor : The properties of bean [name : com.alibaba.dubbo.config.RegistryConfig#0] have been binding by prefix of configuration properties : dubbo.registry 
2019-03-28 14:12:59.170 INFO  --- [main] c.a.d.c.s.b.f.a.DubboConfigBindingBeanPostProcessor : The properties of bean [name : com.alibaba.dubbo.config.ProtocolConfig#0] have been binding by prefix of configuration properties : dubbo.protocol 
2019-03-28 14:13:00.387 INFO  --- [main] o.a.coyote.http11.Http11NioProtocol : Starting ProtocolHandler ["http-nio-8082"] 
2019-03-28 14:13:00.407 INFO  --- [main] o.s.b.w.e.tomcat.TomcatWebServer : Tomcat started on port(s): 8082 (http) with context path '' 
2019-03-28 14:13:00.409 INFO  --- [main] com.ksyzz.record.RecordApplication : Started RecordApplication in 10.307 seconds (JVM running for 12.28) 
2019-03-28 14:13:01.331 INFO  --- [NettyClientSelector_TMROLE_1] c.a.f.core.rpc.netty.TmRpcClient : will send ping msg,channel[id: 0x30c44cd8, L:/127.0.0.1:51338 - R:/127.0.0.1:8091] 
2019-03-28 14:13:02.225 INFO  --- [timeoutChecker_1] c.a.f.core.rpc.netty.RmRpcClient : will connect to 127.0.0.1:8091 
2019-03-28 14:13:02.225 INFO  --- [timeoutChecker_1] c.a.f.core.rpc.netty.RmRpcClient : RM will register :null 
2019-03-28 14:13:02.228 INFO  --- [timeoutChecker_1] c.a.f.c.r.netty.NettyPoolableFactory : NettyPool create channel to {"address":"127.0.0.1:8091","message":{"applicationId":"record","byteBuffer":{"char":"\u0000","direct":false,"double":0.0,"float":0.0,"int":0,"long":0,"readOnly":false,"short":0},"transactionServiceGroup":"demo","typeCode":101,"version":"0.4.0"},"transactionRole":"TMROLE"} 
2019-03-28 14:13:02.229 INFO  --- [timeoutChecker_1] c.a.f.c.r.netty.NettyPoolableFactory : NettyPool create channel to {"address":"127.0.0.1:8091","message":{"applicationId":"record","byteBuffer":{"char":"\u0000","direct":false,"double":0.0,"float":0.0,"int":0,"long":0,"readOnly":false,"short":0},"transactionServiceGroup":"demo","typeCode":103,"version":"0.4.0"},"transactionRole":"RMROLE"} 
2019-03-28 14:13:02.399 INFO  --- [timeoutChecker_1] c.a.f.core.rpc.netty.RmRpcClient : register RM success. server version:0.4.0,channel:[id: 0x8c26963e, L:/127.0.0.1:51382 - R:/127.0.0.1:8091] 
2019-03-28 14:13:02.399 INFO  --- [timeoutChecker_1] c.a.f.c.r.netty.NettyPoolableFactory : register success, cost 32 ms, version:0.4.0,role:TMROLE,channel:[id: 0x4eb73c1b, L:/127.0.0.1:51383 - R:/127.0.0.1:8091] 
2019-03-28 14:13:02.399 INFO  --- [timeoutChecker_1] c.a.f.c.r.netty.NettyPoolableFactory : register success, cost 40 ms, version:0.4.0,role:RMROLE,channel:[id: 0x8c26963e, L:/127.0.0.1:51382 - R:/127.0.0.1:8091] 
2019-03-28 14:13:11.332 INFO  --- [NettyClientSelector_TMROLE_1] c.a.f.core.rpc.netty.TmRpcClient : will send ping msg,channel[id: 0x30c44cd8, L:/127.0.0.1:51338 - R:/127.0.0.1:8091] 
2019-03-28 14:13:12.385 INFO  --- [NettyClientSelector_TMROLE_1] c.a.f.core.rpc.netty.TmRpcClient : will send ping msg,channel[id: 0x4eb73c1b, L:/127.0.0.1:51383 - R:/127.0.0.1:8091] 
2019-03-28 14:13:13.689 INFO  --- [main] c.a.b.d.c.e.WelcomeLogoApplicationListener : 

 :: Dubbo Spring Boot (v0.2.1.RELEASE) : https://github.com/apache/incubator-dubbo-spring-boot-project
 :: Dubbo (v2.6.4) : https://github.com/apache/incubator-dubbo
 :: Discuss group : dev@dubbo.apache.org
 
2019-03-28 14:13:13.694 INFO  --- [main] c.a.b.d.c.e.OverrideDubboConfigApplicationListener : Dubbo Config was overridden by externalized configuration {dubbo.application.qos-enable=false, dubbo.config.multiple=true} 
2019-03-28 14:13:14.075 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e059f421] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:14.139 INFO  --- [pool-2-thread-1] c.a.b.d.c.e.AwaitingNonWebApplicationListener :  [Dubbo] Current Spring Boot Application is await... 
2019-03-28 14:13:14.235 INFO  --- [main] c.a.b.d.c.e.OverrideDubboConfigApplicationListener : Dubbo Config was overridden by externalized configuration {dubbo.application.name=demo, dubbo.application.qos-enable=false, dubbo.config.multiple=true, dubbo.protocol.name=dubbo, dubbo.protocol.port=20883, dubbo.registry.address=nacos://192.168.88.22:8848, dubbo.scan.base-packages=com.ksyzz.springcloudalibabademo.controller} 
2019-03-28 14:13:14.248 INFO  --- [main] c.k.s.SpringCloudAlibabaDemoApplication : No active profile set, falling back to default profiles: default 
2019-03-28 14:13:14.667 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The dubbo config bean definition [name : com.alibaba.dubbo.config.ApplicationConfig#0, class : com.alibaba.dubbo.config.ApplicationConfig] has been registered. 
2019-03-28 14:13:14.667 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The BeanPostProcessor bean definition [com.alibaba.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : com.alibaba.dubbo.config.ApplicationConfig#0] has been registered. 
2019-03-28 14:13:14.668 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The dubbo config bean definition [name : com.alibaba.dubbo.config.RegistryConfig#0, class : com.alibaba.dubbo.config.RegistryConfig] has been registered. 
2019-03-28 14:13:14.668 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The BeanPostProcessor bean definition [com.alibaba.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : com.alibaba.dubbo.config.RegistryConfig#0] has been registered. 
2019-03-28 14:13:14.668 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The dubbo config bean definition [name : com.alibaba.dubbo.config.ProtocolConfig#0, class : com.alibaba.dubbo.config.ProtocolConfig] has been registered. 
2019-03-28 14:13:14.668 INFO  --- [main] c.a.d.c.s.c.a.DubboConfigBindingRegistrar : The BeanPostProcessor bean definition [com.alibaba.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : com.alibaba.dubbo.config.ProtocolConfig#0] has been registered. 
2019-03-28 14:13:14.698 WARN  --- [main] o.m.s.mapper.ClassPathMapperScanner : No MyBatis mapper was found in '[com.ksyzz.springcloudalibabademo]' package. Please check your configuration. 
2019-03-28 14:13:14.847 INFO  --- [main] o.s.c.a.ConfigurationClassPostProcessor : Cannot enhance @Configuration bean definition 'com.alibaba.boot.dubbo.autoconfigure.DubboAutoConfiguration' since its singleton instance has been created too early. The typical cause is a non-static @Bean method with a BeanDefinitionRegistryPostProcessor return type: Consider declaring such methods as 'static'. 
2019-03-28 14:13:14.947 INFO  --- [main] o.s.cloud.context.scope.GenericScope : BeanFactory id=d4658a8b-99f6-37f8-be89-fb0c62784df2 
2019-03-28 14:13:14.960 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'fescarConfig' of type [com.ksyzz.springcloudalibabademo.config.FescarConfig$$EnhancerBySpringCGLIB$$3822ff6a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:20.022 ERROR --- [main] c.alibaba.fescar.config.ConfigFuture : config operation timeout,cost:5002 ms,op:GET,dataId:service.disableGlobalTransaction 
2019-03-28 14:13:20.044 INFO  --- [main] c.a.f.s.a.GlobalTransactionScanner : Initializing Global Transaction Clients ...  
2019-03-28 14:13:20.126 INFO  --- [main] c.a.f.c.r.n.AbstractRpcRemotingClient : AbstractRpcRemotingClient has started 
2019-03-28 14:13:20.135 INFO  --- [main] c.a.f.s.a.GlobalTransactionScanner : Transaction Manager Client is initialized. applicationId[demo] txServiceGroup[demo] 
2019-03-28 14:13:20.146 INFO  --- [main] c.a.fescar.rm.datasource.AsyncWorker : Async Commit Buffer Limit: 10000 
2019-03-28 14:13:20.151 INFO  --- [main] c.a.f.c.r.n.AbstractRpcRemotingClient : AbstractRpcRemotingClient has started 
2019-03-28 14:13:20.154 INFO  --- [main] c.a.f.s.a.GlobalTransactionScanner : Resource Manager is initialized. applicationId[demo] txServiceGroup[demo] 
2019-03-28 14:13:20.154 INFO  --- [main] c.a.f.s.a.GlobalTransactionScanner : Global Transaction Clients are initialized.  
2019-03-28 14:13:20.274 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c43ff124] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:20.418 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:20.425 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:20.427 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:20.438 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.cloud.sentinel-org.springframework.cloud.alibaba.sentinel.SentinelProperties' of type [org.springframework.cloud.alibaba.sentinel.SentinelProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:20.448 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.alibaba.sentinel.custom.SentinelAutoConfiguration' of type [org.springframework.cloud.alibaba.sentinel.custom.SentinelAutoConfiguration$$EnhancerBySpringCGLIB$$81aabd47] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:20.462 INFO  --- [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e059f421] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-03-28 14:13:20.938 INFO  --- [main] o.s.b.w.e.tomcat.TomcatWebServer : Tomcat initialized with port(s): 8083 (http) 
2019-03-28 14:13:20.952 INFO  --- [main] o.a.coyote.http11.Http11NioProtocol : Initializing ProtocolHandler ["http-nio-8083"] 
2019-03-28 14:13:20.961 INFO  --- [main] o.a.catalina.core.StandardService : Starting service [Tomcat] 
2019-03-28 14:13:20.961 INFO  --- [main] o.a.catalina.core.StandardEngine : Starting Servlet engine: [Apache Tomcat/9.0.16] 
2019-03-28 14:13:20.967 INFO  --- [main] o.a.c.core.AprLifecycleListener : The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_101\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\Windows\System32;C:\Program Files\Java\jdk1.7.0_80;C:\Program Files\Java\jdk1.8.0_101\bin;C:\Program Files\Java\jdk1.8.0_101\jre-9\bin;C:\Program Files\MySQL\MySQL Server 5.6\bin;C:\Program Files\apache-maven-3.3.9\bin;C:\Python34;C:\Program Files\Java\jdk1.8.0_101\jdk-9\bin;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Redis;C:\Program Files\MongoDB3.4\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\erl9.2\bin;C:\Program Files\RabbitMQ Server\sbin;C:\Python34\scripts;C:\Program Files\nodejs\;C:\Server\Maven\bin;C:\Users\csdc01\AppData\Local\Microsoft\WindowsApps;C:\Users\csdc01\AppData\Roaming\npm;C:\Program Files\JetBrains\IntelliJ IDEA 2019.1\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2018.3.6\bin;;.] 
2019-03-28 14:13:21.120 INFO  --- [main] o.a.c.c.C.[Tomcat].[localhost].[/] : Initializing Spring embedded WebApplicationContext 
2019-03-28 14:13:21.121 INFO  --- [main] o.s.web.context.ContextLoader : Root WebApplicationContext: initialization completed in 6862 ms 
2019-03-28 14:13:21.134 INFO  --- [main] o.s.c.a.s.SentinelWebAutoConfiguration : [Sentinel Starter] register Sentinel with urlPatterns: [/*]. 
2019-03-28 14:13:21.332 INFO  --- [NettyClientSelector_TMROLE_1] c.a.f.core.rpc.netty.TmRpcClient : will send ping msg,channel[id: 0x30c44cd8, L:/127.0.0.1:51338 - R:/127.0.0.1:8091] 
2019-03-28 14:13:21.441 INFO  --- [main] c.a.d.c.s.b.f.a.DubboConfigBindingBeanPostProcessor : The properties of bean [name : com.alibaba.dubbo.config.ApplicationConfig#0] have been binding by prefix of configuration properties : dubbo.application 
2019-03-28 14:13:21.450 INFO  --- [main] c.a.d.c.s.b.f.a.DubboConfigBindingBeanPostProcessor : The properties of bean [name : com.alibaba.dubbo.config.RegistryConfig#0] have been binding by prefix of configuration properties : dubbo.registry 
2019-03-28 14:13:21.888 INFO  --- [main] c.a.d.c.s.b.f.a.ReferenceBeanBuilder : <dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy0@65a48cab" singleton="true" interface="com.ksyzz.common.service.AccountService" uniqueServiceName="com.ksyzz.common.service.AccountService" generic="false" id="com.ksyzz.common.service.AccountService" /> has been built. 
